Steps,LER
200,0.0010873067010309279
100,0.0009463595360824742
90,0.0009715286726804124
80,0.0008859536082474227
70,0.0009161565721649485
60,0.0008708521262886598
50,0.0009463595360824742
40,0.0008104461984536083
30,0.0008507168170103093
20,0.0008154800257731959
10,0.000719837306701031
1,0.0007802432345360825
